DiffRushYards3GameAvg,DiffRushYardsAllowed3GameAvg,DiffPassYards3GameAvg,DiffPassYardsAllowed3GameAvg,DiffGiveaways3GameAvg,DiffTakeaways3GameAvg,DiffPointsScored3GameAvg,DiffPointsAllowed3GameAvg,DiffWin3GameAvg,DiffRushYards5GameAvg,DiffRushYardsAllowed5GameAvg,DiffPassYards5GameAvg,DiffPassYardsAllowed5GameAvg,DiffGiveaways5GameAvg,DiffTakeaways5GameAvg,DiffPointsScored5GameAvg,DiffPointsAllowed5GameAvg,DiffWin5GameAvg,DiffRushYards7GameAvg,DiffRushYardsAllowed7GameAvg,DiffPassYards7GameAvg,DiffPassYardsAllowed7GameAvg,DiffGiveaways7GameAvg,DiffTakeaways7GameAvg,DiffPointsScored7GameAvg,DiffPointsAllowed7GameAvg,DiffWin7GameAvg,Target,Season
21.33333333333333,-54.33333333333333,-28.666666666666657,-37.0,0.0,0.0,4.0,-5.666666666666668,0.0,53.0,-4.3999999999999915,-1.400000000000034,-14.199999999999989,0.0,0.40000000000000013,4.600000000000001,-4.6,0.0,47.85714285714286,-9.714285714285722,37.428571428571416,-1.7142857142857224,0.0,0.4285714285714286,8.142857142857146,-4.571428571428573,0.1428571428571429,-3.0,2021
-57.999999999999986,54.999999999999986,32.00000000000003,-52.33333333333337,0.0,-1.6666666666666667,4.0,-3.333333333333332,0.0,-46.2,17.799999999999997,7.400000000000006,-64.59999999999997,-0.19999999999999996,-0.6,-2.0,-12.000000000000004,0.0,-26.285714285714278,13.0,27.571428571428584,-74.57142857142858,-0.2857142857142856,-0.2857142857142857,-0.8571428571428577,-11.857142857142858,0.14285714285714285,7.0,2021
3.3333333333333144,-11.666666666666657,33.99999999999997,-11.666666666666686,0.33333333333333337,0.6666666666666665,-3.9999999999999964,-0.3333333333333357,-0.33333333333333337,-21.799999999999983,5.400000000000006,5.599999999999994,-28.599999999999966,-0.19999999999999996,1.2000000000000002,-3.599999999999998,-0.3999999999999986,-0.20000000000000007,-25.000000000000014,10.571428571428584,-3.142857142857139,-35.85714285714283,-0.2857142857142858,1.1428571428571428,-3.4285714285714306,-2.1428571428571423,-0.28571428571428575,-3.0,2021
-19.66666666666667,-10.0,50.0,35.0,0.0,-0.6666666666666667,-6.000000000000002,0.6666666666666679,-0.3333333333333333,-9.200000000000003,-16.200000000000003,-21.19999999999999,14.400000000000034,0.0,-0.3999999999999999,-7.6,-7.599999999999998,-0.2,-20.571428571428584,-16.714285714285708,6.857142857142861,44.571428571428584,0.4285714285714286,0.0,-4.428571428571431,2.142857142857146,-0.2857142857142857,-38.0,2021
-26.33333333333333,60.33333333333334,-87.33333333333334,-22.333333333333343,0.6666666666666667,-1.6666666666666665,-20.666666666666668,13.333333333333334,-1.0,-36.39999999999999,49.80000000000001,-128.40000000000003,-39.799999999999955,1.0,-0.8,-21.4,8.599999999999998,-0.8,-17.0,33.28571428571428,-104.7142857142857,-22.285714285714278,0.7142857142857142,-0.4285714285714284,-15.714285714285715,8.142857142857142,-0.7142857142857142,-16.0,2021
11.666666666666671,-25.33333333333333,54.33333333333337,27.333333333333314,1.3333333333333335,-0.6666666666666667,-0.6666666666666679,-2.333333333333332,0.0,53.19999999999999,-26.599999999999994,8.400000000000034,52.80000000000001,1.4,-0.7999999999999999,4.600000000000001,3.0,0.0,26.714285714285722,2.857142857142847,29.428571428571445,35.85714285714289,1.1428571428571426,-0.2857142857142858,7.0,3.2857142857142847,0.14285714285714285,3.0,2021
56.66666666666667,5.333333333333329,-64.0,-129.33333333333331,-0.6666666666666667,2.0,8.333333333333336,-19.000000000000004,0.3333333333333333,64.6,-28.799999999999997,-0.8000000000000114,-58.80000000000001,-0.6000000000000001,1.5999999999999999,10.0,-11.799999999999997,0.19999999999999996,45.85714285714286,-10.0,-0.8571428571428612,-42.428571428571445,-0.857142857142857,1.714285714285714,10.0,-7.285714285714285,0.14285714285714285,15.0,2021
12.000000000000014,49.33333333333333,-19.666666666666657,-9.666666666666657,0.3333333333333335,0.0,-9.333333333333336,8.666666666666666,-0.3333333333333333,-13.600000000000009,17.200000000000003,4.0,-21.19999999999999,0.8,-0.5999999999999999,-6.600000000000001,10.799999999999999,-0.6000000000000001,-15.285714285714278,4.714285714285722,-28.142857142857167,-6.571428571428555,0.4285714285714286,-0.8571428571428571,-5.714285714285715,6.571428571428569,-0.42857142857142855,-14.0,2021
-21.0,-12.0,115.66666666666666,57.99999999999997,-0.33333333333333326,1.0,21.66666666666667,-1.3333333333333321,0.3333333333333333,-60.19999999999999,11.599999999999994,100.20000000000002,25.600000000000023,0.19999999999999996,0.4,11.0,-2.3999999999999986,0.19999999999999996,-73.14285714285715,13.285714285714292,67.7142857142857,41.85714285714286,0.5714285714285715,0.4285714285714285,5.571428571428573,-1.2857142857142847,0.0,-25.0,2021
-25.33333333333333,-41.33333333333334,94.66666666666666,3.333333333333343,2.333333333333333,-0.6666666666666667,-6.0,4.0,-0.33333333333333337,-5.799999999999997,-13.0,55.00000000000003,40.00000000000003,2.0,-1.2,-1.6000000000000014,8.2,-0.4,5.285714285714292,10.57142857142857,50.571428571428555,33.71428571428572,2.285714285714286,-1.1428571428571428,-2.0,8.857142857142858,-0.5714285714285714,6.0,2021
